Plant ID,Root Number,Predecessor,Length (cm),Prelength (cm),Diameter (cm),Branching Order,"Approx, grow time (days)",Branching Angle,Root System Width (cm),Number of Lateral Roots,Nodes,Edges,
mg5_p,49,5,0.181199097,1.609888766,0.017399442,2,9.652074929,44.69386189,6.3,66,175,207,
mg5_p,51,5,0.135625509,1.880082974,0.017683098,2,9.787172032,38.58378233,6.3,66,175,207,
mg5_p,50,5,0.345557456,1.772386204,0.020397514,2,9.733323647,76.63304708,6.3,66,175,207,
mg5_p,52,5,0.194180279,1.980089045,0.020332171,2,9.837175068,36.81347375,6.3,66,175,207,
mg5_p,53,8,0.105115766,2.084658943,0.0194594,2,9.923699774,35.72502343,6.3,66,175,207,
mg5_p,55,8,0.133398348,2.171382035,0.019656528,2,9.96706132,14.08966401,6.3,66,175,207,
mg5_p,54,5,0.339027714,2.257045843,0.019897256,2,9.975653467,5.822277031,6.3,66,175,207,
mg5_p,58,5,0.179582314,2.485965396,0.023032617,2,10.09011324,83.28485814,6.3,66,175,207,
mg5_p,62,8,0.109308923,2.822958116,0.01767225,2,10.29284936,31.52669521,6.3,66,175,207,
mg5_p,63,5,0.070038525,3.094182221,0.02113331,2,10.39422166,40.56276476,6.3,66,175,207,
mg5_p,68,5,0.26895666,3.771181014,0.017935847,2,10.73272105,51.95501909,6.3,66,175,207,
mg5_p,59,5,1.444752838,2.673095288,0.023239195,2,10.18367819,50.78605609,6.3,66,175,207,
mg5_p,70,5,0.170847458,4.042686021,0.022674543,2,10.86847356,87.08843893,6.3,66,175,207,
mg5_p,71,5,0.065341679,4.201897467,0.024409966,2,10.94807928,12.04338693,6.3,66,175,207,
mg5_p,56,5,2.03537257,2.413666463,0.024588523,2,10.05396378,82.5083886,6.3,66,175,207,
mg5_p,60,5,1.668316888,2.739597698,0.023564148,2,10.21692939,49.51113452,6.3,66,175,207,
mg5_p,67,5,0.726456158,3.718190735,0.024050394,2,10.70622591,4.08539562,6.3,66,175,207,
mg5_p,75,5,0.173742518,4.610293535,0.015351316,2,11.15227731,6.658029072,6.3,66,175,207,
mg5_p,76,5,0.05009884,4.77156802,0.023111488,2,11.23291456,135.2018794,6.3,66,175,207,
mg5_p,65,5,1.752273065,3.190116681,0.025569712,2,10.44218889,10.07191353,6.3,66,175,207,
mg5_p,74,5,0.572530945,4.5618883,0.019777938,2,11.1280747,35.0286833,6.3,66,175,207,
mg5_p,64,5,2.099478565,3.134935888,0.027784032,2,10.41459849,11.644301,6.3,66,175,207,
mg5_p,78,5,0.394168881,4.991460845,0.019669269,2,11.34286097,93.08027149,6.3,66,175,207,
mg5_p,66,5,1.974211091,3.477425,0.023710743,2,10.58584305,33.51212322,6.3,66,175,207,
mg5_p,77,5,0.929493293,4.877963022,0.021238554,2,11.28611206,105.931711,6.3,66,175,207,
mg5_p,79,5,0.135527027,5.670386803,0.018610799,2,11.68232395,91.69726939,6.3,66,175,207,
mg5_p,81,5,0.400303956,6.157155465,0.017675825,2,11.92570828,78.59728277,6.3,66,175,207,
mg5_p,84,5,0.038721281,6.879605761,0.03007432,2,12.28693343,89.66897845,6.3,66,175,207,
mg5_p,88,5,0.036040561,7.150396084,0.016657871,2,12.42232859,104.6617155,6.3,66,175,207,
mg5_p,83,5,0.658696708,6.711565563,0.02388992,2,12.20291333,7.309003058,6.3,66,175,207,
mg5_p,5,1,13.68707842,5.694261091,0.039637626,1,5.847130545,132.4471827,6.3,66,175,207,
mg5_p,89,5,0.079243534,8.389143892,0.021751426,2,13.04170249,28.96519533,6.3,66,175,207,
mg5_p,90,5,0.116912321,8.408378662,0.020305217,2,13.05131988,137.1434084,6.3,66,175,207,
mg5_p,94,5,0.048960102,9.151223222,0.018371661,2,13.42274216,134.3182414,6.3,66,175,207,
mg5_p,95,64,0.231504533,0.05066665,0.019279709,3,13.43993181,2.315136871,6.3,66,175,207,
mg5_p,93,5,0.387916378,9.08533094,0.023505347,2,13.38979602,70.55838464,6.3,66,175,207,
mg5_p,98,5,0.118699848,9.602242029,0.020411961,2,13.64825156,98.80962393,6.3,66,175,207,
mg5_p,108,64,0.116320402,1.787361155,0.02188982,3,14.30827907,44.48045708,6.3,66,175,207,
mg5_p,110,64,0.025334552,1.936518572,0.035180822,3,14.38285778,130.5028484,6.3,66,175,207,
mg5_p ave,NaN,NaN,1.02279065,3.747601779,0.024326064,1.803030303,9.565318807,67.54379693,6.3,66,175,207,
mg6_p,6,1,0.169336578,6.072532114,0.043235402,1,6.036266057,152.443118,14,65,160,184,
mg6_p,3,1,1.078907286,5.568717164,0.149548446,1,5.784358582,137.6121848,14,65,160,184,
mg6_p,7,1,0.771344113,6.217025583,0.028870623,1,6.108512791,72.77092423,14,65,160,184,
mg6_p,8,1,0.2294879,7.569721205,0.028832979,1,6.784860602,73.56139677,14,65,160,184,
mg6_p,10,1,0.069746429,7.803840751,0.040618254,1,6.901920376,80.42049975,14,65,160,184,
mg6_p,11,1,0.124581661,7.88031022,0.030428175,1,6.94015511,78.01009795,14,65,160,184,
mg6_p,13,1,0.106957915,8.156690577,0.034495358,1,7.078345288,56.7017923,14,65,160,184,
mg6_p,15,1,0.200824383,8.436256086,0.043057697,1,7.218128043,69.93560072,14,65,160,184,
mg6_p,17,1,0.090681165,8.744195879,0.054411869,1,7.37209794,39.57781513,14,65,160,184,
mg6_p,16,1,0.407335339,8.582401794,0.031172069,1,7.291200897,40.35232553,14,65,160,184,
mg6_p,19,1,0.150482325,9.417701525,0.021732944,1,7.708850763,57.93580681,14,65,160,184,
mg6_p,20,1,0.291727111,9.538716733,0.030675606,1,7.769358366,82.07742179,14,65,160,184,
mg6_p,21,1,0.260148825,9.937449726,0.029701608,1,7.968724863,52.13184255,14,65,160,184,
mg6_p,22,1,0.102573131,10.10774255,0.022458225,1,8.053871276,74.40507233,14,65,160,184,
mg6_p,23,1,0.15780097,10.2888256,0.023072108,1,8.1444128,81.98071171,14,65,160,184,
mg6_p,26,1,0.115037972,10.72878258,0.022000899,1,8.364391292,36.09898187,14,65,160,184,
mg6_p,25,1,0.268296097,10.68861089,0.030196083,1,8.344305445,57.40532025,14,65,160,184,
mg6_p,32,3,0.23382269,0.259690787,0.046845979,2,8.914203975,135.6625219,14,65,160,184,
mg6_p,36,3,0.137447877,0.394324439,0.100155524,2,8.981520802,72.81494261,14,65,160,184,
mg6_p,40,1,0.051534236,12.245078,0.063462413,1,9.122538999,101.9836758,14,65,160,184,
mg6_p,34,1,0.402421058,11.97070828,0.059293034,1,8.985354141,21.32445978,14,65,160,184,
mg6_p,38,4,0.301827821,0.350429431,0.037215395,2,9.025764426,164.5037191,14,65,160,184,
mg6_p,31,3,0.725007518,0.184495189,0.055201098,2,8.876606177,12.66108441,14,65,160,184,
mg6_p,41,3,0.131123861,0.740129197,0.107238633,2,9.15442318,108.2988546,14,65,160,184,
mg6_p,30,3,0.76623503,0.184495189,0.036069369,2,8.876606177,174.7166926,14,65,160,184,
mg6_p,44,1,0.141449169,12.57802307,0.024618353,1,9.289011537,89.43990348,14,65,160,184,
mg6_p,39,1,0.592204559,12.21515725,0.032933062,1,9.107578623,46.76309382,14,65,160,184,
mg6_p,46,1,0.084892623,12.68807308,0.054501747,1,9.344036538,71.70599006,14,65,160,184,
mg6_p,47,1,0.159902981,12.91014396,0.024305013,1,9.455071978,92.01184028,14,65,160,184,
mg6_p,49,1,0.564879274,13.19864942,0.028622535,1,9.599324708,37.70829468,14,65,160,184,
mg6_p,51,9,0.275791487,0.087024303,0.032776974,2,9.873285712,109.9237162,14,65,160,184,
mg6_p,50,1,0.621370218,13.48469265,0.035092789,1,9.742346323,111.2680734,14,65,160,184,
mg6_p,27,1,3.081289054,11.40716326,0.032542839,1,8.703581631,41.55239461,14,65,160,184,
mg6_p,55,4,0.109577561,2.793956191,0.031085641,2,10.24752781,44.38991584,14,65,160,184,
mg6_p,56,1,0.082058026,14.52333213,0.046163128,1,10.26166606,76.19112523,14,65,160,184,
mg6_p,24,1,4.319014337,10.38680621,0.038065482,1,8.193403106,51.32665489,14,65,160,184,
mg6_p,57,4,0.090768582,2.92860988,0.035669898,2,10.31485465,139.5250821,14,65,160,184,
mg6_p,54,1,0.391221943,14.40247722,0.03115855,1,10.20123861,62.43582615,14,65,160,184,
mg6_p,29,1,3.518882437,11.64362255,0.036634412,1,8.821811277,21.92654354,14,65,160,184,
mg6_p,2,1,9.755956828,5.482920667,0.047527319,1,5.741460333,72.97311548,14,65,160,184,
mg6_p,53,1,1.091686568,14.08422999,0.052773582,1,10.042115,3.824295434,14,65,160,184,
mg6_p,9,1,7.703833015,7.65954712,0.04455696,1,6.82977356,10.78688082,14,65,160,184,
mg6_p,28,1,3.884774783,11.47545369,0.043287054,1,8.737726843,44.0284348,14,65,160,184,
mg6_p,58,1,0.518601379,14.84785828,0.037125272,1,10.42392914,108.1655673,14,65,160,184,
mg6_p,60,1,0.179362956,15.27608543,0.028734663,1,10.63804271,7.308506244,14,65,160,184,
mg6_p,61,4,0.347022896,3.766065137,0.02352732,2,10.73358228,36.55308219,14,65,160,184,
mg6_p,64,4,0.108749177,4.135859933,0.021067011,2,10.91847968,157.3663313,14,65,160,184,
mg6_p,1,0,22.07423271,0,0.069710528,0,0,NaN,14,65,160,184,
mg6_p,63,1,0.382989538,15.83854692,0.036286212,1,10.91927346,30.95424248,14,65,160,184,
mg6_p,67,1,0.051180065,16.15829693,0.044213809,1,11.07914847,55.94244671,14,65,160,184,
mg6_p,48,1,3.438771085,12.97734569,0.036397329,1,9.488672847,12.55680348,14,65,160,184,
mg6_p,4,1,10.84582387,5.70109942,0.047084767,1,5.85054971,77.55177161,14,65,160,184,
mg6_p,14,1,8.505537581,8.436256086,0.04274401,1,7.218128043,59.49946285,14,65,160,184,
mg6_p,35,3,5.090594367,0.394324439,0.044087065,2,8.981520802,175.3836479,14,65,160,184,
mg6_p,59,1,2.730908542,15.03844634,0.039136177,1,10.51922317,8.374720684,14,65,160,184,
mg6_p,72,34,0.106197867,0.073291615,0.023223896,2,12.02199995,56.53657426,14,65,160,184,
mg6_p,70,30,0.433533424,0.102930509,0.033412689,3,11.92807143,19.47425301,14,65,160,184,
mg6_p,74,39,0.116842255,0.087450843,0.024417441,2,12.15130404,1.919246234,14,65,160,184,
mg6_p,78,33,0.133971006,0.78658675,0.027514017,3,12.33967817,28.85779173,14,65,160,184,
mg6_p,82,48,0.326948755,0.779010043,0.021583953,2,12.87817787,79.90075399,14,65,160,184,
mg6_p,84,48,0.099716987,1.14939547,0.024722475,2,13.06337058,69.62522054,14,65,160,184,
mg6_p,86,53,0.165045941,0.095568758,0.022266048,2,13.08989937,89.98839618,14,65,160,184,
mg6_p,96,33,0.170847798,3.480609762,0.026895162,3,13.68668967,35.48682228,14,65,160,184,
mg6_p,33,3,10.16835285,0.324052418,0.046320276,2,8.946384791,173.5197223,14,65,160,184,
mg6_p,97,33,0.250692612,4.077056954,0.030356575,3,13.98491327,55.1576879,14,65,160,184,
mg6_p ave,NaN,NaN,1.693233329,7.377613721,0.039894336,1.384615385,9.094978956,70.36392336,14,65,160,184,
mg7_p,2,1,0.218524961,0.080634056,0.034037088,1,3.040317028,24.4380813,13.5,37,124,131,
mg7_p,5,1,0.576481923,1.003940026,0.027860906,1,3.501970013,121.0642325,13.5,37,124,131,
mg7_p,1,0,8.428542739,0,0.051510812,0,0,NaN,13.5,37,124,131,
mg7_p,11,8,0.114108268,1.139193465,0.025587466,2,7.756057527,105.596161,13.5,37,124,131,
mg7_p,15,8,0.256465719,3.074717531,0.036629668,2,8.72381956,55.13225772,13.5,37,124,131,
mg7_p,16,8,0.292872696,3.123148671,0.046948874,2,8.74803513,5.07960786,13.5,37,124,131,
mg7_p,3,1,11.92331518,0.472432221,0.05593577,1,3.23621611,0.661592971,13.5,37,124,131,
mg7_p,18,8,0.106149311,4.564269167,0.035636755,2,9.468595378,39.32952468,13.5,37,124,131,
mg7_p,21,8,0.490872683,6.048539707,0.033254324,2,10.21073065,104.115231,13.5,37,124,131,
mg7_p,22,8,0.296389632,6.774434596,0.030823619,2,10.57367809,53.76410145,13.5,37,124,131,
mg7_p,23,8,0.885569917,6.97817889,0.036084553,2,10.67555024,106.5131343,13.5,37,124,131,
mg7_p,25,8,0.209512661,8.185189062,0.039686664,2,11.27905533,59.66249786,13.5,37,124,131,
mg7_p,24,8,0.802666851,7.819513985,0.0379364,2,11.09621779,19.86895676,13.5,37,124,131,
mg7_p,26,8,0.506786347,8.7139749,0.03718381,2,11.54344824,64.45322763,13.5,37,124,131,
mg7_p,27,15,0.151768892,0.057619593,0.036896642,3,11.75262936,42.90149323,13.5,37,124,131,
mg7_p,8,1,15.65663126,2.372921589,0.068412015,1,4.186460794,165.5187993,13.5,37,124,131,
mg7_p,28,8,0.190853014,10.29939158,0.02385934,2,12.33615658,41.34420135,13.5,37,124,131,
mg7_p,29,8,0.169445723,11.0434886,0.031437572,2,12.7082051,125.9744562,13.5,37,124,131,
mg7_p,34,8,0.401133663,15.00086867,0.081809293,2,14.68689513,9.661718457,13.5,37,124,131,
mg7_p,36,8,0.30926229,15.3747238,0.047078143,2,14.8738227,54.16373798,13.5,37,124,131,
mg7_p,37,33,0.203345295,4.407720258,0.031570587,3,19.82441634,67.55657964,13.5,37,124,131,
mg7_p,38,33,0.123127199,4.770188991,0.027820557,3,20.00565071,121.5174259,13.5,37,124,131,
mg7_p,39,33,0.515420355,5.28348171,0.034880478,3,20.26229706,144.5336321,13.5,37,124,131,
mg7_p,40,33,0.203511698,5.69400717,0.038771825,3,20.46755979,137.7256985,13.5,37,124,131,
mg7_p,33,8,12.56146676,14.86819083,0.068156538,2,14.62055621,174.7827788,13.5,37,124,131,
mg7_p,41,33,0.686583946,6.450004492,0.037206942,3,20.84555846,140.5382353,13.5,37,124,131,
mg7_p,42,33,0.148249618,7.173392215,0.031008518,3,21.20725232,58.55516341,13.5,37,124,131,
mg7_p,43,33,0.192086072,7.229772754,0.053397617,3,21.23544259,6.522559273,13.5,37,124,131,
mg7_p,48,33,0.101460911,8.38136524,0.030090728,3,21.81123883,130.7616271,13.5,37,124,131,
mg7_p,47,33,0.948833139,8.003081625,0.036259384,3,21.62209702,156.9836308,13.5,37,124,131,
mg7_p,49,33,0.134262729,8.882225206,0.045891009,3,22.06166881,94.80146075,13.5,37,124,131,
mg7_p,50,33,0.125991025,9.124818996,0.02997041,3,22.18296571,96.75962287,13.5,37,124,131,
mg7_p,51,33,0.190166337,9.619048472,0.032256134,3,22.43008045,109.5488227,13.5,37,124,131,
mg7_p,52,33,0.222976612,9.699661129,0.03273701,3,22.47038677,147.1450758,13.5,37,124,131,
mg7_p,53,33,0.232121287,10.2688039,0.0280255,3,22.75495816,157.9609716,13.5,37,124,131,
mg7_p,54,33,0.695409903,11.50041057,0.035035239,3,23.37076149,119.1774444,13.5,37,124,131,
mg7_p,56,33,0.240922959,12.38119302,0.017842129,3,23.81115272,49.76364169,13.5,37,124,131,
mg7_p ave,NaN,NaN,1.608467286,6.915258019,0.038635955,2.297297297,14.63194336,86.49659401,13.5,37,124,131,
mg8_p,3,1,0.177948782,1.611403787,0.077966203,1,3.805701893,81.2169028,8.5,60,153,177,
mg8_p,2,1,0.62495893,1.484220672,0.110650746,1,3.742110336,128.5188283,8.5,60,153,177,
mg8_p,4,1,0.618589601,2.185464816,0.042782889,1,4.092732408,40.84102567,8.5,60,153,177,
mg8_p,7,1,0.252408362,3.197943251,0.036425283,1,4.598971625,6.761256523,8.5,60,153,177,
mg8_p,6,1,1.244342396,2.892322909,0.045725505,1,4.446161454,14.71780403,8.5,60,153,177,
mg8_p,12,1,0.332405451,4.070302368,0.04027969,1,5.035151184,25.46869478,8.5,60,153,177,
mg8_p,10,1,0.969664066,3.543971361,0.04349134,1,4.77198568,115.9454161,8.5,60,153,177,
mg8_p,14,1,0.119290667,4.801125797,0.048487619,1,5.400562899,92.22924225,8.5,60,153,177,
mg8_p,13,1,0.26775468,4.750069738,0.049526379,1,5.375034869,53.56509894,8.5,60,153,177,
mg8_p,16,1,0.212047686,5.164678016,0.041419169,1,5.582339008,102.968124,8.5,60,153,177,
mg8_p,17,1,0.329830215,5.346295845,0.030024002,1,5.673147923,83.73585352,8.5,60,153,177,
mg8_p,18,1,0.121894059,5.56531202,0.048967287,1,5.78265601,82.29103412,8.5,60,153,177,
mg8_p,20,1,0.07326758,6.365060408,0.031754589,1,6.182530204,53.22321036,8.5,60,153,177,
mg8_p,22,1,0.127455665,6.839575606,0.033027125,1,6.419787803,85.1251284,8.5,60,153,177,
mg8_p,24,1,0.096598788,7.029981749,0.026025956,1,6.514990875,67.48668992,8.5,60,153,177,
mg8_p,23,1,0.271741197,6.950404118,0.03255375,1,6.475202059,56.42226651,8.5,60,153,177,
mg8_p,25,1,0.160562455,7.661127671,0.029250438,1,6.830563835,83.40203924,8.5,60,153,177,
mg8_p,26,1,0.157319988,7.820401295,0.032254475,1,6.910200647,41.96775972,8.5,60,153,177,
mg8_p,28,2,0.188052542,0.43085478,0.037979936,2,6.957537726,40.01891806,8.5,60,153,177,
mg8_p,31,5,0.221772373,0.215893056,0.036898112,2,7.364749769,1.23028192,8.5,60,153,177,
mg8_p,35,1,0.068903257,9.372430243,0.063729982,1,7.686215121,69.88826697,8.5,60,153,177,
mg8_p,36,1,0.274316989,9.442395254,0.037619457,1,7.721197627,69.29306331,8.5,60,153,177,
mg8_p,43,1,0.11949283,9.983269915,0.037173797,1,7.991634957,108.9805802,8.5,60,153,177,
mg8_p,34,1,1.209674113,9.047969519,0.039542744,1,7.523984759,74.47416593,8.5,60,153,177,
mg8_p,5,1,7.880484035,2.513606481,0.050020973,1,4.256803241,53.63804462,8.5,60,153,177,
mg8_p,19,1,4.436405082,6.031089008,0.043661464,1,6.015544504,21.32513324,8.5,60,153,177,
mg8_p,9,1,7.185495653,3.353608774,0.062310606,1,4.676804387,16.61821575,8.5,60,153,177,
mg8_p,29,1,2.21251669,8.321217242,0.033339142,1,7.160608621,103.1594579,8.5,60,153,177,
mg8_p,45,1,0.395424315,10.2685756,0.042319495,1,8.134287802,97.78565529,8.5,60,153,177,
mg8_p,46,1,0.364057678,10.2685756,0.037868965,1,8.134287802,97.78565529,8.5,60,153,177,
mg8_p,47,1,0.197880491,10.62384169,0.039713427,1,8.311920847,65.89374724,8.5,60,153,177,
mg8_p,48,9,0.34070671,1.431905792,0.037238261,2,8.392757283,4.569876376,8.5,60,153,177,
mg8_p,55,5,0.107416855,2.990632136,0.035123281,2,8.752119309,119.6178176,8.5,60,153,177,
mg8_p,56,1,0.293203962,11.8384199,0.049044952,1,8.91920995,107.6047392,8.5,60,153,177,
mg8_p,58,1,0.089707577,12.39240262,0.035027507,1,9.196201308,105.6496154,8.5,60,153,177,
mg8_p,27,1,4.968805654,7.908858252,0.043708326,1,6.954429126,107.2073713,8.5,60,153,177,
mg8_p,54,1,1.415090742,11.55171642,0.038898502,1,8.77585821,109.646209,8.5,60,153,177,
mg8_p,44,1,2.940634012,10.07468398,0.046644015,1,8.037341991,34.43681954,8.5,60,153,177,
mg8_p,42,1,3.197390442,9.953367389,0.051130538,1,7.976683695,63.54054262,8.5,60,153,177,
mg8_p,61,1,0.204984343,12.89323751,0.035787776,1,9.446618756,81.34555971,8.5,60,153,177,
mg8_p,41,1,3.432381004,9.855351711,0.04601997,1,7.927675855,42.20351189,8.5,60,153,177,
mg8_p,62,1,0.195104996,13.18029117,0.032201642,1,9.590145584,91.31390264,8.5,60,153,177,
mg8_p,53,1,2.052891539,11.51082212,0.051471703,1,8.75541106,63.92289903,8.5,60,153,177,
mg8_p,50,1,2.57357748,11.01436377,0.041866058,1,8.507181886,120.8929422,8.5,60,153,177,
mg8_p,57,1,1.784793739,12.26330206,0.038988008,1,9.13165103,61.40553584,8.5,60,153,177,
mg8_p,32,1,5.368015617,8.940405011,0.046274746,1,7.470202505,85.19278168,8.5,60,153,177,
mg8_p,51,1,3.180832587,11.12117557,0.052071378,1,8.560587784,28.21955296,8.5,60,153,177,
mg8_p,30,1,5.970523056,8.725614321,0.043657602,1,7.362807161,3.973245677,8.5,60,153,177,
mg8_p,63,1,0.385023948,14.41553519,0.030053383,1,10.20776759,105.5385906,8.5,60,153,177,
mg8_p,65,30,0.072943567,0.524961312,0.034456926,2,10.62528782,52.02446734,8.5,60,153,177,
mg8_p,75,30,0.258618675,1.821397331,0.042240766,2,11.27350583,40.13859413,8.5,60,153,177,
mg8_p,73,1,0.589651915,16.32566999,0.038096393,1,11.16283499,15.75234779,8.5,60,153,177,
mg8_p,74,30,0.655524974,1.775239686,0.041304292,2,11.250427,164.8686301,8.5,60,153,177,
mg8_p,78,1,0.154893983,17.36310066,0.047876736,1,11.68155033,74.23591925,8.5,60,153,177,
mg8_p,1,0,23.61250771,0,0.078019408,0,0,NaN,8.5,60,153,177,
mg8_p,79,42,0.210916766,1.537179988,0.042868636,2,11.74527369,78.62809267,8.5,60,153,177,
mg8_p,81,53,0.060086687,0.317865495,0.037499235,2,11.91434381,112.8921989,8.5,60,153,177,
mg8_p,83,51,0.109233843,0.856684587,0.040737401,2,11.98893008,74.84657296,8.5,60,153,177,
mg8_p,90,57,0.284439337,0.049837543,0.023532514,2,12.1565698,99.43977178,8.5,60,153,177,
mg8_p,94,42,0.463086817,2.733163686,0.031932009,2,12.34326554,168.7693622,8.5,60,153,177,
mg8_p ave,NaN,NaN,1.598092419,6.708669563,0.042942709,1.183333333,7.661367447,72.09923782,8.5,60,153,177,